Scenario,Algorithm,run,HV,IGD+,runtime_s,evaluations,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
Intersection_Easy,qehvi,1,0.8410788149804361,0.12944602983142597,13.523767100065015,40.0,3.2777146997395903,50.0,3.2443466996774077,50.0,98.98197362739248,41.0,9.0,50.0,0.82
Intersection_Easy,qehvi,2,0.8410788149804361,0.12944602983142597,12.185909799998626,40.0,2.9019801003159955,44.0,2.8718192001106218,44.0,98.96067860003281,41.0,3.0,44.0,0.9318181818181818
Intersection_Easy,qehvi,3,0.8410788149804361,0.12944602983142597,12.517134300083853,40.0,3.161400499753654,48.0,3.1287444999907166,48.0,98.96704008981203,41.0,7.0,48.0,0.8541666666666666
Intersection_Easy,qehvi,4,0.8410788149804361,0.12944602983142597,12.941511300043203,40.0,2.9262272000778466,44.0,2.8961753994226456,44.0,98.97301888744656,41.0,3.0,44.0,0.9318181818181818
Intersection_Easy,qehvi,5,0.8410788149804361,0.12944602983142597,12.15238300000783,40.0,3.350758900400251,51.0,3.317383699817583,51.0,99.00395099812519,41.0,10.0,51.0,0.803921568627451
Intersection_Easy,qehvi,6,0.8410788149804361,0.12944602983142597,12.421895700041205,37.0,3.298960500280373,51.0,3.266320500522852,50.0,99.01059743653352,38.0,15.0,53.0,0.7169811320754716
Intersection_Easy,qehvi,7,0.8410788149804361,0.12944602983142597,13.027321000001393,40.0,3.065690699731931,46.0,3.0342250000685453,46.0,98.97361793001045,41.0,5.0,46.0,0.8913043478260869
Intersection_Easy,qehvi,8,0.8410788149804361,0.12944602983142597,12.393679999979213,40.0,2.965731799718924,45.0,2.9356054996605963,45.0,98.98418663275004,41.0,4.0,45.0,0.9111111111111111
Intersection_Easy,qehvi,9,0.8410788149804361,0.12944602983142597,12.935340499971062,40.0,2.8683273002970964,44.0,2.839292599936016,44.0,98.98774800358127,41.0,3.0,44.0,0.9318181818181818
Intersection_Easy,moead,0,0.8410788149804361,0.12944602983142597,30.35489640000742,4440.0,259.70896110206377,3578.0,253.17026780184824,1281.0,97.4822996971422,2131.0,2310.0,4441.0,0.4798468813330331
Intersection_Easy,moead,1,0.8410788149804361,0.12944602983142597,28.49242859997321,3840.0,236.60280439991038,3161.0,231.52485110261478,1164.0,97.85380680073735,1830.0,2011.0,3841.0,0.47643842749284043
Intersection_Easy,moead,2,0.8410783383377431,0.12944602983398723,31.50657049997244,4860.0,270.0785288994666,3932.0,263.66965139715467,1318.0,97.62703183832227,2240.0,2621.0,4861.0,0.46081053281217854
Intersection_Easy,moead,3,0.8410788149804361,0.12944602983142597,36.22366789996158,4860.0,317.6306354018161,4025.0,308.92487640224863,1583.0,97.25915638189171,2407.0,2454.0,4861.0,0.4951656037852294
Intersection_Easy,moead,4,0.8410788149804361,0.12944602983142597,28.630998299922794,3840.0,243.12249010475352,3164.0,237.03350410109852,1215.0,97.49550689406338,1886.0,1955.0,3841.0,0.49101796407185627
Intersection_Easy,moead,5,0.8410788149804361,0.12944602983142597,41.548972200020216,4680.0,365.52222210227046,3868.0,353.3219328977866,1701.0,96.66223051109864,2494.0,2187.0,4681.0,0.5327921384319589
Intersection_Easy,moead,6,0.8410788149804361,0.12944602983142597,33.567427000030875,4860.0,275.17051250406075,3961.0,268.6354953999398,1382.0,97.62510268827424,2260.0,2601.0,4861.0,0.46492491256943014
Intersection_Easy,moead,7,0.8410788149804361,0.12944602983142597,34.614338999963365,4860.0,277.8921204037033,4003.0,270.91086100018583,1401.0,97.48778072822807,2243.0,2618.0,4861.0,0.4614276897757663
